Model version,Images trained,Time [s],Loss (G),Loss (D),Loss (D-Real),Loss (D-Fake),Loss (D-GP)
1,9296,721.943060874939,6.100085735321045,-5.5793352127075195,-6.983061790466309,-6.100085735321045,7.503811359405518
2,18624,1450.8650002479553,9.031583786010742,4.303328514099121,5.642449378967285,-9.031583786010742,7.69246244430542
3,27968,2180.5880541801453,11.596001625061035,-11.958827018737793,-9.049650192260742,-11.596001625061035,8.686822891235353
4,37296,2909.9819960594177,-31.717182159423828,8.697126388549805,-31.265647888183594,31.717182159423828,8.245596885681152
5,46592,3639.104090213776,21.255998611450195,-52.91755294799805,-43.38482666015625,-21.255998611450195,11.723278045654295
6,55888,4369.584995985031,25.00746154785156,-69.14344024658203,-67.72065734863281,-25.00746154785156,23.584674835205078
7,65184,5100.462039947511,-111.1148452758789,7.4517316818237305,-112.15735626220705,111.1148452758789,8.494241714477539
8,76112,5829.854013681414,-67.13719940185547,-23.644798278808594,-104.37255096435548,67.13719940185547,13.59054183959961
9,87248,6559.898044824599,-71.03661346435547,-40.10692596435547,-131.21774291992188,71.03661346435547,20.07420539855957
10,98368,7289.1240808963785,-84.42767333984375,-11.23261833190918,-104.22295379638672,84.42767333984375,8.562661170959473
11,109504,8018.974016904832,-55.92260360717773,-12.340475082397461,-73.9771957397461,55.92260360717773,5.714108943939209
12,120656,8749.449052095413,-18.146587371826172,3.645119667053223,-18.018346786499023,18.146587371826172,3.516876220703125
13,131824,9479.005001544952,-27.1695613861084,2.5353028774261475,-26.33987236022949,27.1695613861084,1.70561420917511
14,143008,10208.51100230217,-63.73351287841797,-1.4974443912506104,-69.41564178466797,63.73351287841797,4.184680938720703
15,154192,10938.246014118196,-85.81504821777344,4.312583923339844,-84.16496276855469,85.81504821777344,2.6625006198883057
16,165376,11668.0761013031,-25.52635383605957,-5.649887561798098,-34.622352600097656,25.52635383605957,3.446106672286988
17,176560,12398.35801911354,-125.66422271728516,4.1518821716308585,-127.7809829711914,125.66422271728516,6.268653392791747
18,187792,13128.565829992294,-152.8447723388672,3.713214635848999,-152.00865173339844,152.8447723388672,2.877082586288452
19,198976,13858.033825874329,-112.6035614013672,-0.6994878649711609,-114.03497314453124,112.6035614013672,0.7319302558898926
20,210160,14587.993842601774,-107.00167846679688,-4.214142322540283,-113.00975799560548,107.00167846679688,1.793943166732788
21,221328,15318.30886554718,-74.47028350830078,-2.101115226745605,-77.24816131591797,74.47028350830078,0.6767646074295044
22,232448,16047.9008769989,-61.884521484375,-0.976770281791687,-63.20838165283203,61.884521484375,0.3470876216888428
23,243472,16777.837850809097,-61.1942138671875,-0.6920469403266907,-62.2801513671875,61.1942138671875,0.3938880264759064
24,254640,17507.12686085701,-48.520957946777344,-0.5511221289634705,-49.42270278930664,48.520957946777344,0.3506207764148712
25,265824,18237.206830263138,-12.732806205749512,-1.1539632081985474,-14.518434524536133,12.732806205749512,0.6316630244255066
26,277008,18966.45886206627,-30.3382568359375,-0.29560619592666626,-31.208755493164066,30.3382568359375,0.5748918652534485
27,288112,19696.8148765564,27.87911796569824,0.5781327486038208,26.98879623413086,-27.87911796569824,1.4684544801712036
28,299264,20426.199892520905,78.83041381835938,1.4539948701858518,78.9292984008789,-78.83041381835938,1.3551088571548462
29,310432,21155.870864629742,60.03815460205078,0.16169124841690066,59.56647491455078,-60.03815460205078,0.6333773136138916
30,321600,21885.943825244904,64.66779327392578,0.15399323403835294,64.45545196533203,-64.66779327392578,0.3663333654403687
31,332768,22615.255892038345,37.72905349731445,0.06639782339334488,37.2148666381836,-37.72905349731445,0.5805830359458923
32,343936,23345.360875368122,9.443347930908203,-0.37477657198905945,8.704798698425293,-9.443347930908203,0.3637732863426209
33,355072,24074.875830173485,-2.6932997703552246,0.4210798442363739,-3.2563602924346924,2.6932997703552246,0.9841407537460328
34,366240,24804.7658379078,7.828200340270996,0.21990041434764865,7.349738121032715,-7.828200340270996,0.6983640193939209
35,377408,25534.971863508217,-9.924921035766602,0.8487582802772522,-10.290590286254883,9.924921035766602,1.2144266366958618
36,388560,26264.66485881805,-14.485344886779785,0.38271307945251465,-15.208258628845215,14.485344886779785,1.105626344680786
37,399712,26994.11692500114,65.35355377197266,2.448923349380493,66.14705657958984,-65.35355377197266,1.6554170846939087
38,406640,27731.35486507416,10.54511260986328,0.7332659363746643,10.118770599365234,-10.54511260986328,1.1596077680587769
39,413040,28477.004824399944,19.294050216674805,-1.5338244438171393,16.643291473388672,-19.294050216674805,1.1169326305389404
40,418176,29209.929864645004,93.69054412841795,1.4341644048690796,93.5812530517578,-93.69054412841795,1.5434552431106567
41,421072,29961.36282539368,9.385058403015137,0.03130291029810905,8.447773933410645,-9.385058403015137,0.9685864448547364
42,430960,30705.671824216846,3.7119686603546143,-1.331995129585266,1.500687837600708,-3.7119686603546143,0.879285991191864
43,442096,31435.170830249786,3.1356902122497563,-2.388036012649536,-0.4822424650192261,-3.1356902122497563,1.2298966646194458
44,453248,32164.186863183968,0.4606497585773468,-1.0144129991531372,-1.1469528675079346,-0.4606497585773468,0.5931896567344666
45,464400,32893.46086215973,-15.919095039367676,-1.6080923080444336,-18.288196563720703,15.919095039367676,0.7610093355178833
46,475552,33622.814829826355,-8.63360595703125,-1.090150237083435,-10.377218246459961,8.63360595703125,0.6534606218338013
47,486736,34352.498825073235,-5.921041488647461,-1.6269840002059937,-8.282413482666017,5.921041488647461,0.7343884706497192
48,497856,35082.08286499977,-1.1153088808059692,-2.4605517387390137,-4.704802513122559,1.1153088808059692,1.1289422512054443
49,509008,35812.14184451103,-3.270211935043335,-2.016554594039917,-6.200248718261719,3.270211935043335,0.913481593132019
50,520160,36542.54682993889,-5.931168556213379,-0.8459062576293945,-7.693772792816162,5.931168556213379,0.9166984558105468
51,531312,37271.96486210823,12.54079818725586,-0.7444681525230408,11.26179313659668,-12.54079818725586,0.5345374345779419
52,542448,38001.423918247216,-6.661153793334961,-0.8916004300117493,-8.265863418579103,6.661153793334961,0.7131094336509705
53,553584,38730.560863018036,-6.306874752044678,-0.8312861323356628,-7.724753379821777,6.306874752044678,0.5865916013717651
54,564704,39459.826830625534,22.25206184387207,-0.4050407111644745,21.162464141845703,-22.25206184387207,0.6845538020133972
55,575584,40183.05181598663,-63.25118637084961,-2.916722297668457,-68.52774047851561,63.25118637084961,2.3598289489746094
56,586288,40916.288782835014,15.839855194091795,-2.0489606857299805,13.037418365478516,-15.839855194091795,0.7534759640693665
57,596832,41648.05786418915,-8.1507568359375,-1.909873962402344,-10.785383224487305,8.1507568359375,0.7247525453567505
58,607040,42380.20483469963,-34.72391891479492,-0.96404629945755,-36.46187973022461,34.72391891479492,0.7739127874374391
59,616320,43113.931822299965,-5.126323223114014,-0.16582517325878146,-5.735002040863037,5.126323223114014,0.44285425543785095
60,625760,43846.14082598686,-23.04037094116211,-0.2725830674171448,-24.08536148071289,23.04037094116211,0.7724074721336365
61,636080,44580.64484667778,1.8359193801879885,-0.6622236967086792,0.4496623575687408,-1.8359193801879885,0.7240344882011414
62,647392,45313.18878364564,34.0948486328125,0.9306291937828064,34.708797454833984,-34.0948486328125,0.31667423248291016
63,658688,46045.03185892106,5.319676399230957,-0.6175930500030518,4.296276092529297,-5.319676399230957,0.4058075249195099
64,669984,46776.89781403542,9.003954887390137,-0.3945217430591583,8.054938316345215,-9.003954887390137,0.5544948577880859
65,681280,47508.40480852127,5.180943965911865,-0.058395948261022575,4.692201137542725,-5.180943965911865,0.4303467869758606
66,692592,48241.04778957367,0.6921138167381287,-0.2732068598270416,-0.11038678139448166,-0.6921138167381287,0.5292937755584717
67,703728,48972.07581663132,5.2463788986206055,0.16170459985733032,5.001403331756592,-5.2463788986206055,0.4066810607910156
68,714928,49704.62081480026,1.697940468788147,0.1639842391014099,1.397087574005127,-1.697940468788147,0.4648370444774628
69,723680,50428.090797662735,5.714333534240723,-0.06385692209005356,5.311269283294678,-5.714333534240723,0.33920717239379883
70,733248,51161.55086159706,9.231378555297852,-0.04494670405983925,8.9461669921875,-9.231378555297852,0.24026550352573395
71,742784,51893.79580259323,-13.64794635772705,-0.7498688101768494,-15.207077026367188,13.64794635772705,0.8092632293701172
72,752320,52627.03580188751,6.0574188232421875,-0.14633968472480774,5.573250770568848,-6.0574188232421875,0.3378291428089142
73,761824,53359.185827970505,-11.593008995056152,-0.900030255317688,-12.930621147155762,11.593008995056152,0.4375826120376587
74,771392,54091.1608145237,-7.843032360076904,-0.20322638750076294,-8.4932279586792,7.843032360076904,0.44696810841560364
75,780976,54822.15280628204,-2.4873011112213135,-0.3051709532737732,-3.0638036727905273,2.4873011112213135,0.2713317275047302
76,792288,55553.79483652115,-11.576861381530762,-1.0105130672454834,-13.06048583984375,11.576861381530762,0.47311362624168396
77,803616,56285.78281497955,-35.56214141845703,-1.2178263664245605,-37.45685577392578,35.56214141845703,0.6768906712532043
78,814944,57017.57383561134,-33.977542877197266,-1.1703479290008545,-35.59939956665039,33.977542877197266,0.45151036977767944
79,826272,57749.91685438156,-16.334150314331055,-1.1711751222610474,-17.866689682006836,16.334150314331055,0.36136454343795776
80,837600,58482.31385350227,-6.353518486022949,-1.3437434434890747,-8.143054962158203,6.353518486022949,0.4457935392856598
81,848928,59216.27879691124,-12.392040252685547,-1.4311105012893677,-14.159706115722656,12.392040252685547,0.3365556597709656
82,860080,59950.128803253174,-5.460546493530273,-1.583396077156067,-7.530561923980713,5.460546493530273,0.48661890625953674
83,871392,60682.079857349396,28.46792984008789,-1.477196455001831,26.50590705871582,-28.46792984008789,0.4848276376724243
84,882720,61414.08883738518,-4.444269180297852,-1.6466443538665771,-6.505955696105957,4.444269180297852,0.41504284739494324
85,894048,62146.40484213829,-3.4577808380126953,-1.4744369983673096,-5.242891788482666,3.4577808380126953,0.31067416071891785
86,905424,62878.93665218353,23.039505004882812,-1.848800778388977,20.827239990234375,-23.039505004882812,0.36346185207366943
87,916752,63611.30873465538,-0.17137637734413147,-1.6476916074752808,-2.359005928039551,0.17137637734413147,0.5399375557899475
88,927984,64343.83876800537,12.557600021362305,-2.085970640182495,10.05772590637207,-12.557600021362305,0.41390252113342285
89,939296,65076.26871204376,3.5033719539642334,-2.018728017807007,1.0061415433883667,-3.5033719539642334,0.47850263118743896
90,950608,65808.13465714455,-13.719154357910156,-2.253288745880127,-16.474872589111328,13.719154357910156,0.5024287104606628
91,961920,66540.05065727234,17.181238174438477,-2.8552000522613525,13.64979076385498,-17.181238174438477,0.6762473583221436
92,973232,67272.02567219734,25.28180503845215,-2.442016363143921,22.300662994384766,-25.28180503845215,0.539126455783844
93,984544,68003.84865260124,23.45252799987793,-3.0874147415161133,19.74001121520996,-23.45252799987793,0.625105082988739
94,995840,68735.82667088509,10.667577743530273,-3.026726722717285,7.028040409088135,-10.667577743530273,0.6128107905387878
95,1007136,69466.81065487862,10.773552894592285,-3.069652795791626,7.045547008514404,-10.773552894592285,0.6583524942398071
96,1018448,70198.57969117165,9.440722465515137,-3.0619313716888428,5.599116325378418,-9.440722465515137,0.7796753644943237
97,1029760,70931.00069212914,15.567585945129395,-2.6417038440704346,12.261176109313965,-15.567585945129395,0.664706826210022
98,1041072,71663.04765868187,4.357067108154297,-3.306652069091797,0.3902456760406494,-4.357067108154297,0.6601691842079163
99,1052384,72394.87866950035,-11.578821182250977,-2.9813222885131836,-15.190364837646484,11.578821182250977,0.6302216649055481
100,1063792,73126.7537317276,-22.42237663269043,-2.6589736938476562,-25.708890914916992,22.42237663269043,0.6275395154953003
101,1074976,73860.07766413689,9.488747596740723,-3.7214064598083496,4.9796552658081055,-9.488747596740723,0.787685751914978
102,1086272,74591.9776892662,5.5355658531188965,-3.693354606628418,1.0644261837005615,-5.5355658531188965,0.7777857780456543
103,1097552,75323.8967218399,10.80124282836914,-3.565291166305542,6.3260345458984375,-10.80124282836914,0.9099172353744507
104,1108848,76055.91165137291,14.93820571899414,-3.3378570079803467,10.816113471984863,-14.93820571899414,0.7842365503311157
105,1120128,76787.07668828964,15.930930137634277,-3.2848293781280518,11.842743873596191,-15.930930137634277,0.8033561706542969
106,1131456,77519.58769106865,-4.788999557495117,-3.6829137802124023,-9.277250289916992,4.788999557495117,0.8053374886512756
107,1142704,78251.93565106392,12.75253677368164,-3.760986089706421,8.125259399414062,-12.75253677368164,0.8662909269332886
108,1153984,78983.01565504074,9.25191593170166,-3.377351999282837,5.0970001220703125,-9.25191593170166,0.7775639891624451
109,1165280,79715.19375634193,9.564225196838379,-3.7753844261169434,4.935868263244629,-9.564225196838379,0.8529725074768066
110,1176576,80446.68665647507,3.2336032390594482,-4.049640655517578,-1.8682963848114014,-3.2336032390594482,1.0522594451904297
111,1187872,81177.79866099358,-0.05207560956478119,-3.3218955993652344,-4.203781604766846,0.05207560956478119,0.8298103213310242
